"seqnames"	"start"	"end"	"width"	"strand"	"EnsemblID"	"Symbol"	"CTCF"
"chr18"	22416916	22418915	2000	"-"	"ENSG00000212710"	"CTAGE1"	2
"chr6"	57045532	57047531	2000	"+"	"ENSG00000168116"	"KIAA1586"	0
"chr19"	11373685	11375684	2000	"+"	"ENSG00000173928"	"SWSAP1"	1
"chr2"	98345155	98347154	2000	"+"	"ENSG00000144191"	"CNGA3"	2
"chr14"	24051000	24052999	2000	"+"	"ENSG00000186648"	"LRRC16B"	1
"chr16"	70800162	70802161	2000	"-"	"ENSG00000103043"	"VAC14"	7
"chr19"	35628030	35630029	2000	"+"	"ENSG00000126254"	"RBM42"	5
"chr16"	86566251	86568250	2000	"+"	"ENSG00000176692"	"FOXC2"	1
"chr11"	114399551	114401550	2000	"-"	"ENSG00000180425"	"C11orf71"	5
"chr11"	124568997	124570996	2000	"+"	"ENSG00000196119"	"OR8A1"	2
"chr19"	9834257	9836256	2000	"+"	"ENSG00000127445"	"PIN1"	0
"chr5"	140663676	140665675	2000	"+"	"ENSG00000120314"	"WDR55"	1
"chr12"	53984065	53986064	2000	"+"	"ENSG00000180818"	"HOXC10"	3
"chr8"	33483750	33485749	2000	"+"	"ENSG00000198042"	"MAK16"	0
"chr4"	70627744	70629743	2000	"+"	"ENSG00000132464"	"ENAM"	2
"chr11"	124610490	124612489	2000	"+"	"ENSG00000154143"	"PANX3"	23
"chr17"	19494385	19496384	2000	"+"	"ENSG00000142494"	"SLC47A1"	1
"chr1"	31815052	31817051	2000	"-"	"ENSG00000134668"	"SPOCD1"	0
"chrX"	71143831	71145830	2000	"+"	"ENSG00000196338"	"NLGN3"	0
"chr8"	38467835	38469834	2000	"-"	"ENSG00000077782"	"FGFR1"	2
"chr10"	30432937	30434936	2000	"+"	"ENSG00000107968"	"MAP3K8"	2
"chr5"	135578280	135580279	2000	"-"	"ENSG00000145824"	"CXCL14"	2
"chr2"	101251867	101253866	2000	"-"	"ENSG00000204634"	"TBC1D8"	0
"chr14"	94322395	94324394	2000	"-"	"ENSG00000170099"	"SERPINA6"	3
"chr1"	54412480	54414479	2000	"-"	"ENSG00000157216"	"SSBP3"	3
"chr12"	69584334	69586333	2000	"+"	"ENSG00000166226"	"CCT2"	0
"chr1"	212949520	212951519	2000	"+"	"ENSG00000143494"	"VASH2"	0
"chrX"	103275873	103277872	2000	"-"	"ENSG00000204065"	"TCEAL5"	0
"chr1"	58576774	58578773	2000	"-"	"ENSG00000184292"	"TACSTD2"	0
"chr12"	124992700	124994699	2000	"+"	"ENSG00000184992"	"BRI3BP"	9
"chrX"	48834634	48836633	2000	"-"	"ENSG00000102109"	"PCSK1N"	2
"chr10"	73908177	73910176	2000	"+"	"ENSG00000122861"	"PLAU"	0
"chr2"	24971095	24973094	2000	"-"	"ENSG00000115137"	"DNAJC27"	3
"chr20"	31722990	31724989	2000	"-"	"ENSG00000171552"	"BCL2L1"	1
"chr3"	187669400	187671399	2000	"-"	"ENSG00000157005"	"SST"	4
"chr16"	86575368	86577367	2000	"+"	"ENSG00000176678"	"FOXL1"	2
"chr6"	34425126	34427125	2000	"-"	"ENSG00000124614"	"RPS10"	3
"chr1"	6612685	6614684	2000	"+"	"ENSG00000116273"	"PHF13"	192
"chr11"	18321295	18323294	2000	"+"	"ENSG00000110768"	"GTF2H1"	2
"chr14"	94516845	94518844	2000	"-"	"ENSG00000165953"	"SERPINA12"	49
"chr11"	116787051	116789050	2000	"-"	"ENSG00000109917"	"ZPR1"	4
"chr1"	46302631	46304630	2000	"+"	"ENSG00000173660"	"UQCRH"	2
"chr11"	60491778	60493777	2000	"+"	"ENSG00000071203"	"MS4A12"	1
"chr14"	103714730	103716729	2000	"+"	"ENSG00000100711"	"ZFYVE21"	2
"chr20"	226258	228257	2000	"+"	"ENSG00000125903"	"DEFB129"	1
"chr1"	54541257	54543256	2000	"+"	"ENSG00000162390"	"ACOT11"	1
"chr4"	70680818	70682817	2000	"-"	"ENSG00000132465"	"JCHAIN"	1
"chr5"	14580775	14582774	2000	"+"	"ENSG00000145569"	"FAM105A"	20
"chr2"	79184231	79186230	2000	"+"	"ENSG00000066032"	"CTNNA2"	2
"chr1"	86395343	86397342	2000	"-"	"ENSG00000122417"	"ODF2L"	1
"chr17"	73231233	73233232	2000	"+"	"ENSG00000141219"	"C17orf80"	2
"chr19"	40881211	40883210	2000	"-"	"ENSG00000255974"	"CYP2A6"	6
"chr12"	50503985	50505984	2000	"+"	"ENSG00000066084"	"DIP2B"	221
"chrX"	120936159	120938158	2000	"-"	"ENSG00000226929"	"CT47A11"	0
"chr16"	28750787	28752786	2000	"+"	"ENSG00000196993"	"NPIPB9"	0
"chr2"	169508702	169510701	2000	"+"	"ENSG00000239474"	"KLHL41"	0
"chr2"	27041364	27043363	2000	"+"	"ENSG00000084693"	"AGBL5"	1
"chr13"	30306485	30308484	2000	"-"	"ENSG00000102781"	"KATNAL1"	2
"chrX"	120945884	120947883	2000	"-"	"ENSG00000226600"	"CT47A9"	1
"chr12"	13195716	13197715	2000	"+"	"ENSG00000134531"	"EMP1"	14
"chr14"	73609945	73611944	2000	"+"	"ENSG00000205669"	"ACOT6"	1
"chr22"	46262356	46264355	2000	"-"	"ENSG00000130943"	"PKDREJ"	58
"chr6"	36023869	36025868	2000	"-"	"ENSG00000112053"	"SLC26A8"	0
"chr10"	49133009	49135008	2000	"-"	"ENSG00000172538"	"FAM170B"	0
"chr11"	14363507	14365506	2000	"-"	"ENSG00000133818"	"RRAS2"	1
"chr21"	30281959	30283958	2000	"-"	"ENSG00000188694"	"KRTAP24-1"	1
"chr19"	40347456	40349455	2000	"+"	"ENSG00000105223"	"PLD3"	1
"chr2"	214808712	214810711	2000	"-"	"ENSG00000138376"	"BARD1"	3
"chr16"	1958508	1960507	2000	"+"	"ENSG00000140990"	"NDUFB10"	1
"chr18"	7116815	7118814	2000	"-"	"ENSG00000101680"	"LAMA1"	10
"chr19"	47777572	47779571	2000	"+"	"ENSG00000178980"	"SEPW1"	7
"chrX"	120931302	120933301	2000	"-"	"ENSG00000226685"	"CT47A12"	0
"chr16"	74773832	74775831	2000	"-"	"ENSG00000103089"	"FA2H"	3
"chrX"	120950745	120952744	2000	"-"	"ENSG00000230347"	"CT47A8"	0
"chr2"	169478480	169480479	2000	"+"	"ENSG00000251569"	"RP11-724O16.1"	3
"chr2"	69896688	69898687	2000	"+"	"ENSG00000059728"	"MXD1"	0
"chrX"	129522501	129524500	2000	"-"	"ENSG00000102038"	"SMARCA1"	0
"chr6"	30112107	30114106	2000	"-"	"ENSG00000204616"	"TRIM31"	4
"chr11"	77636806	77638805	2000	"-"	"ENSG00000074201"	"CLNS1A"	1
"chr19"	4182354	4184353	2000	"+"	"ENSG00000089847"	"ANKRD24"	9
"chr7"	66086761	66088760	2000	"+"	"ENSG00000249319"	"AC068533.7"	2
"chr9"	35731320	35733319	2000	"+"	"ENSG00000107175"	"CREB3"	47
"chr9"	89317506	89319505	2000	"+"	"ENSG00000187742"	"SECISBP2"	0
"chr5"	124747808	124749807	2000	"-"	"ENSG00000168916"	"ZNF608"	102
"chr18"	68714209	68716208	2000	"+"	"ENSG00000150636"	"CCDC102B"	2
"chr11"	134273245	134275244	2000	"+"	"ENSG00000166105"	"GLB1L3"	1
"chr5"	66595361	66597360	2000	"+"	"ENSG00000069020"	"MAST4"	5
"chr12"	106303280	106305279	2000	"-"	"ENSG00000136026"	"CKAP4"	1
"chr9"	15306361	15308360	2000	"-"	"ENSG00000155158"	"TTC39B"	18
"chr22"	31943461	31945460	2000	"+"	"ENSG00000128245"	"YWHAH"	0
"chr9"	128202352	128204351	2000	"+"	"ENSG00000106976"	"DNM1"	2
"chr7"	100176563	100178562	2000	"+"	"ENSG00000066923"	"STAG3"	3
"chr9"	68704414	68706413	2000	"+"	"ENSG00000107242"	"PIP5K1B"	0
"chr2"	206158604	206160603	2000	"-"	"ENSG00000023228"	"NDUFS1"	0
"chr13"	57159632	57161631	2000	"+"	"ENSG00000227151"	"PRR20D"	0
"chr9"	6006902	6008901	2000	"-"	"ENSG00000183354"	"KIAA2026"	20
"chr11"	114438386	114440385	2000	"+"	"ENSG00000076043"	"REXO2"	4
"chr5"	55172176	55174175	2000	"-"	"ENSG00000164287"	"CDC20B"	2
"chr11"	119205042	119207041	2000	"+"	"ENSG00000110395"	"CBL"	1
"chr14"	73643875	73645874	2000	"+"	"ENSG00000119661"	"DNAL1"	2
"chr8"	61713641	61715640	2000	"-"	"ENSG00000198363"	"ASPH"	2
"chr7"	44540316	44542315	2000	"-"	"ENSG00000015520"	"NPC1L1"	2
"chr15"	90248556	90250555	2000	"+"	"ENSG00000261147"	"RP11-697E2.6"	0
"chr20"	4739669	4741668	2000	"-"	"ENSG00000180259"	"PRNT"	235
"chr2"	205680990	205682989	2000	"+"	"ENSG00000118257"	"NRP2"	0
"chr6"	29456181	29458180	2000	"+"	"ENSG00000204688"	"OR2H1"	2
"chrX"	116169722	116171721	2000	"+"	"ENSG00000180772"	"AGTR2"	0
"chr16"	689445	691444	2000	"-"	"ENSG00000127580"	"WDR24"	3
"chr1"	24744357	24746356	2000	"+"	"ENSG00000169504"	"CLIC4"	6
"chr17"	82734575	82736574	2000	"+"	"ENSG00000167363"	"FN3K"	0
"chr3"	39328706	39330705	2000	"+"	"ENSG00000179934"	"CCR8"	207
"chr8"	130442661	130444660	2000	"-"	"ENSG00000153317"	"ASAP1"	1
"chr11"	5228396	5230395	2000	"-"	"ENSG00000244734"	"HBB"	3
"chr2"	70994337	70996336	2000	"-"	"ENSG00000258881"	"AC007040.11"	29
"chr15"	90264659	90266658	2000	"+"	"ENSG00000182768"	"NGRN"	0
"chr16"	137861	139860	2000	"-"	"ENSG00000103148"	"NPRL3"	3
"chr6"	10418660	10420659	2000	"-"	"ENSG00000137203"	"TFAP2A"	3
"chr17"	74860505	74862504	2000	"-"	"ENSG00000161509"	"GRIN2C"	2
"chr11"	134330874	134332873	2000	"+"	"ENSG00000149328"	"GLB1L2"	0
"chr3"	14541082	14543081	2000	"-"	"ENSG00000144596"	"GRIP2"	1
"chr14"	75660190	75662189	2000	"-"	"ENSG00000133935"	"C14orf1"	3
"chr12"	30753952	30755951	2000	"-"	"ENSG00000110888"	"CAPRIN2"	2
"chr20"	56247732	56249731	2000	"+"	"ENSG00000124089"	"MC3R"	2
"chr16"	23676656	23678655	2000	"+"	"ENSG00000166851"	"PLK1"	1
"chr19"	40881753	40883752	2000	"-"	"ENSG00000198077"	"CYP2A7"	5
"chr4"	174828315	174830314	2000	"-"	"ENSG00000145451"	"GLRA3"	4
"chr17"	16971119	16973118	2000	"-"	"ENSG00000240505"	"TNFRSF13B"	3
"chr5"	63961508	63963507	2000	"-"	"ENSG00000178394"	"HTR1A"	0
"chr10"	88585753	88587752	2000	"+"	"ENSG00000204022"	"LIPJ"	2
"chr8"	33472423	33474422	2000	"-"	"ENSG00000172728"	"FUT10"	2
"chr6"	73394134	73396133	2000	"-"	"ENSG00000203907"	"OOEP"	3
"chr3"	52534055	52536054	2000	"-"	"ENSG00000168268"	"NT5DC2"	5
"chr3"	188152284	188154283	2000	"+"	"ENSG00000145012"	"LPP"	2
"chr12"	116737178	116739177	2000	"+"	"ENSG00000135119"	"RNFT2"	3
"chr11"	65710996	65712995	2000	"+"	"ENSG00000172977"	"KAT5"	1
"chr3"	52225164	52227163	2000	"-"	"ENSG00000239732"	"TLR9"	5
"chr1"	11478166	11480165	2000	"+"	"ENSG00000204624"	"PTCHD2"	0
"chr6"	73451277	73453276	2000	"-"	"ENSG00000164430"	"MB21D1"	0
"chr22"	50600456	50602455	2000	"-"	"ENSG00000100288"	"CHKB"	4
"chr1"	160114759	160116758	2000	"+"	"ENSG00000018625"	"ATP1A2"	4
"chr2"	46541558	46543557	2000	"-"	"ENSG00000250565"	"ATP6V1E2"	8
"chrX"	116435622	116437621	2000	"+"	"ENSG00000268104"	"SLC6A14"	1
"chr3"	8744041	8746040	2000	"-"	"ENSG00000125046"	"SSUH2"	23
"chr11"	111880244	111882243	2000	"-"	"ENSG00000255561"	"FDXACB1"	0
"chr1"	40316817	40318816	2000	"-"	"ENSG00000049089"	"COL9A2"	2
"chr5"	20574874	20576873	2000	"-"	"ENSG00000145526"	"CDH18"	2
"chr14"	100586414	100588413	2000	"-"	"ENSG00000183092"	"BEGAIN"	2
"chr14"	75981992	75983991	2000	"-"	"ENSG00000119699"	"TGFB3"	1
"chr14"	60514544	60516543	2000	"-"	"ENSG00000179008"	"C14orf39"	2
"chr4"	186725723	186727722	2000	"-"	"ENSG00000083857"	"FAT1"	3
"chr11"	68311609	68313608	2000	"+"	"ENSG00000162337"	"LRP5"	4
"chr20"	10433223	10435222	2000	"-"	"ENSG00000125863"	"MKKS"	1
"chr13"	24679411	24681410	2000	"+"	"ENSG00000075673"	"ATP12A"	2
"chr7"	43111599	43113598	2000	"+"	"ENSG00000002746"	"HECW1"	3
"chr7"	5897725	5899724	2000	"+"	"ENSG00000122674"	"CCZ1"	1
"chr5"	141618056	141620055	2000	"-"	"ENSG00000131504"	"DIAPH1"	0
"chr2"	171230315	171232314	2000	"-"	"ENSG00000198586"	"TLK1"	2
"chr11"	70269700	70271699	2000	"+"	"ENSG00000131626"	"PPFIA1"	5
"chr19"	45729905	45731904	2000	"-"	"ENSG00000177051"	"FBXO46"	0
"chr13"	57166197	57168196	2000	"+"	"ENSG00000234278"	"PRR20E"	0
"chr19"	46787595	46789594	2000	"-"	"ENSG00000105281"	"SLC1A5"	1
"chr20"	33216310	33218309	2000	"+"	"ENSG00000131059"	"BPIFA3"	1
"chr12"	111840978	111842977	2000	"+"	"ENSG00000089022"	"MAPKAPK5"	4
"chr13"	110560734	110562733	2000	"-"	"ENSG00000139832"	"RAB20"	2
"chr19"	40770648	40772647	2000	"+"	"ENSG00000268975"	"MIA-RAB4B"	1
"chr3"	64444477	64446476	2000	"-"	"ENSG00000163637"	"PRICKLE2"	0
"chr1"	12830411	12832410	2000	"-"	"ENSG00000239810"	"PRAMEF11"	2
"chr9"	86353455	86355454	2000	"-"	"ENSG00000083223"	"ZCCHC6"	2
"chr22"	23069361	23071360	2000	"+"	"ENSG00000128266"	"GNAZ"	0
"chr21"	30288515	30290514	2000	"-"	"ENSG00000232263"	"KRTAP25-1"	2
"chr17"	7350889	7352888	2000	"+"	"ENSG00000213859"	"KCTD11"	1
"chr2"	71063344	71065343	2000	"+"	"ENSG00000124357"	"NAGK"	3
"chr3"	51973017	51975016	2000	"-"	"ENSG00000090097"	"PCBP4"	0
"chr16"	28845600	28847599	2000	"+"	"ENSG00000178188"	"SH2B1"	0
"chr3"	113695647	113697646	2000	"-"	"ENSG00000176542"	"KIAA2018"	2
"chr3"	52230191	52232190	2000	"-"	"ENSG00000173366"	"RP11-330H6.5"	30
"chr17"	5190884	5192883	2000	"-"	"ENSG00000180626"	"ZNF594"	1
"chr5"	33983731	33985730	2000	"-"	"ENSG00000164175"	"SLC45A2"	2
"chr16"	2882186	2884185	2000	"+"	"ENSG00000162076"	"FLYWCH2"	1
"chr7"	5591823	5593822	2000	"+"	"ENSG00000075618"	"FSCN1"	5
"chr11"	134410919	134412918	2000	"-"	"ENSG00000109956"	"B3GAT1"	1
"chr3"	28348146	28350145	2000	"+"	"ENSG00000206559"	"ZCWPW2"	1
"chr2"	31580068	31582067	2000	"-"	"ENSG00000277893"	"SRD5A2"	0
"chrX"	48355708	48357707	2000	"-"	"ENSG00000165584"	"SSX3"	1
"chr15"	90387218	90389217	2000	"+"	"ENSG00000140575"	"IQGAP1"	4
"chr3"	52238261	52240260	2000	"-"	"ENSG00000247596"	"TWF2"	2
"chr12"	48956552	48958551	2000	"-"	"ENSG00000134287"	"ARF3"	5
"chr20"	56357915	56359914	2000	"+"	"ENSG00000124098"	"FAM210B"	2
"chr17"	34960530	34962529	2000	"+"	"ENSG00000198783"	"ZNF830"	2
"chr19"	55179442	55181441	2000	"-"	"ENSG00000129990"	"SYT5"	1
"chr13"	106567165	106569164	2000	"-"	"ENSG00000134884"	"ARGLU1"	3
"chr6"	73393748	73395747	2000	"+"	"ENSG00000080007"	"DDX43"	0
"chr16"	19113002	19115001	2000	"+"	"ENSG00000261427"	"CTD-2349B8.1"	2
"chr14"	24187965	24189964	2000	"-"	"ENSG00000196497"	"IPO4"	3
"chr16"	69949705	69951704	2000	"+"	"ENSG00000157322"	"CLEC18A"	5
"chr22"	17007223	17009222	2000	"-"	"ENSG00000215568"	"GAB4"	1
"chr20"	3887839	3889838	2000	"+"	"ENSG00000125779"	"PANK2"	0
"chr7"	130379339	130381338	2000	"+"	"ENSG00000091704"	"CPA1"	39
"chr14"	20998255	21000254	2000	"+"	"ENSG00000165794"	"SLC39A2"	81
"chr9"	135701185	135703184	2000	"+"	"ENSG00000107147"	"KCNT1"	0
"chr6"	118893220	118895219	2000	"+"	"ENSG00000111875"	"ASF1A"	2
"chr20"	46307499	46309498	2000	"-"	"ENSG00000149654"	"CDH22"	3
"chr3"	42012802	42014801	2000	"+"	"ENSG00000182606"	"TRAK1"	2
"chr5"	139394714	139396713	2000	"-"	"ENSG00000228672"	"PROB1"	1
"chr2"	196798726	196800725	2000	"-"	"ENSG00000119041"	"GTF3C3"	1
"chr5"	135033814	135035813	2000	"-"	"ENSG00000069011"	"PITX1"	3
"chr15"	43745392	43747391	2000	"+"	"ENSG00000167004"	"PDIA3"	2
"chr6"	144063600	144065599	2000	"-"	"ENSG00000118495"	"PLAGL1"	4
"chr6"	13614327	13616326	2000	"+"	"ENSG00000225921"	"NOL7"	275
"chr20"	34703290	34705289	2000	"+"	"ENSG00000078804"	"TP53INP2"	6
"chr1"	179590613	179592612	2000	"+"	"ENSG00000162782"	"TDRD5"	4
"chr12"	118980495	118982494	2000	"+"	"ENSG00000139767"	"SRRM4"	1
"chr7"	6753109	6755108	2000	"+"	"ENSG00000169402"	"RSPH10B2"	1
"chr8"	85219587	85221586	2000	"+"	"ENSG00000185015"	"CA13"	1
"chrX"	152829778	152831777	2000	"-"	"ENSG00000147400"	"CETN2"	3
"chr1"	230056990	230058989	2000	"+"	"ENSG00000143641"	"GALNT2"	2
"chr2"	97588966	97590965	2000	"-"	"ENSG00000196912"	"ANKRD36B"	6
"chr6"	18386350	18388349	2000	"+"	"ENSG00000137393"	"RNF144B"	3
"chr6"	118934163	118936162	2000	"-"	"ENSG00000111877"	"MCM9"	2
"chr12"	50110979	50112978	2000	"+"	"ENSG00000178449"	"COX14"	2
"chr11"	129374940	129376939	2000	"+"	"ENSG00000043039"	"BARX2"	2
"chr9"	96382711	96384710	2000	"-"	"ENSG00000130958"	"SLC35D2"	4
"chr8"	43092506	43094505	2000	"+"	"ENSG00000185900"	"POMK"	108
"chr6"	13710565	13712564	2000	"-"	"ENSG00000010017"	"RANBP9"	43
"chr10"	930706	932705	2000	"-"	"ENSG00000107929"	"LARP4B"	1
"chr11"	111870582	111872581	2000	"-"	"ENSG00000086848"	"ALG9"	2
"chr1"	27341020	27343019	2000	"+"	"ENSG00000142765"	"SYTL1"	2
"chr16"	29810382	29812381	2000	"+"	"ENSG00000167371"	"PRRT2"	0
"chr15"	42547810	42549809	2000	"+"	"ENSG00000137814"	"HAUS2"	0
"chr2"	5691667	5693666	2000	"+"	"ENSG00000176887"	"SOX11"	1
"chr9"	35748229	35750228	2000	"-"	"ENSG00000070610"	"GBA2"	10
"chr12"	75389929	75391928	2000	"-"	"ENSG00000180881"	"CAPS2"	0
"chr4"	165206618	165208617	2000	"+"	"ENSG00000109466"	"KLHL2"	2
"chr5"	7850186	7852185	2000	"+"	"ENSG00000124275"	"MTRR"	57
"chr2"	46292667	46294666	2000	"+"	"ENSG00000116016"	"EPAS1"	1
"chr20"	37343685	37345684	2000	"+"	"ENSG00000197122"	"SRC"	0
"chr8"	85372436	85374435	2000	"+"	"ENSG00000164879"	"CA3"	2
"chr18"	36066577	36068576	2000	"-"	"ENSG00000141425"	"RPRD1A"	1
"chr3"	195270168	195272167	2000	"-"	"ENSG00000173950"	"XXYLT1"	4
"chr11"	22625788	22627787	2000	"-"	"ENSG00000183161"	"FANCF"	1
"chr5"	217216	219215	2000	"-"	"ENSG00000164366"	"CCDC127"	65
"chr8"	47959185	47961184	2000	"+"	"ENSG00000104738"	"MCM4"	1
"chr1"	193185655	193187654	2000	"-"	"ENSG00000162630"	"B3GALT2"	4
"chr16"	10817795	10819794	2000	"-"	"ENSG00000166676"	"TVP23A"	1
"chr12"	110845769	110847768	2000	"+"	"ENSG00000173093"	"CCDC63"	0
"chr1"	25542580	25544579	2000	"+"	"ENSG00000157978"	"LDLRAP1"	9
"chr5"	157858176	157860175	2000	"-"	"ENSG00000113282"	"CLINT1"	3
"chr5"	80653648	80655647	2000	"+"	"ENSG00000113318"	"MSH3"	0
"chr1"	193121017	193123016	2000	"+"	"ENSG00000134371"	"CDC73"	0
"chr7"	104327656	104329655	2000	"+"	"ENSG00000187416"	"LHFPL3"	0
"chr6"	42193917	42195916	2000	"-"	"ENSG00000112599"	"GUCA1B"	4
"chr17"	35088320	35090319	2000	"-"	"ENSG00000092871"	"RFFL"	0
"chr22"	40363958	40365957	2000	"+"	"ENSG00000279624"	"RP5-1042K10.14"	1
"chr9"	77018655	77020654	2000	"+"	"ENSG00000204612"	"FOXB2"	3
"chr17"	7042924	7044923	2000	"-"	"ENSG00000174326"	"SLC16A11"	1
"chr11"	58227919	58229918	2000	"-"	"ENSG00000180475"	"OR10Q1"	0
"chr11"	68979987	68981986	2000	"-"	"ENSG00000172938"	"MRGPRD"	4
"chr2"	102735889	102737888	2000	"-"	"ENSG00000135953"	"MFSD9"	3
"chr20"	56516187	56518186	2000	"+"	"ENSG00000124103"	"FAM209A"	4
"chr1"	155933401	155935400	2000	"-"	"ENSG00000132680"	"KIAA0907"	1
"chr9"	5889802	5891801	2000	"+"	"ENSG00000120215"	"MLANA"	7
"chrX"	119573467	119575466	2000	"+"	"ENSG00000077721"	"UBE2A"	1
"chr18"	21110852	21112851	2000	"-"	"ENSG00000067900"	"ROCK1"	2
"chr5"	139292558	139294557	2000	"-"	"ENSG00000120725"	"SIL1"	3
"chr15"	42574659	42576658	2000	"+"	"ENSG00000159433"	"STARD9"	1
"chr10"	68074349	68076348	2000	"-"	"ENSG00000148634"	"HERC4"	0
"chr6"	31958111	31960110	2000	"-"	"ENSG00000204356"	"NELFE"	0
"chr20"	19211646	19213645	2000	"+"	"ENSG00000185052"	"SLC24A3"	2
"chr17"	80543819	80545818	2000	"+"	"ENSG00000141564"	"RPTOR"	1
"chr12"	88033038	88035037	2000	"-"	"ENSG00000165805"	"C12orf50"	3
"chr17"	76306681	76308680	2000	"-"	"ENSG00000129646"	"QRICH2"	3
"chr1"	154219629	154221628	2000	"-"	"ENSG00000143612"	"C1orf43"	0
"chr2"	85538165	85540164	2000	"+"	"ENSG00000168906"	"MAT2A"	2
"chr2"	133567464	133569463	2000	"-"	"ENSG00000176771"	"NCKAP5"	2
"chr5"	173234358	173236357	2000	"-"	"ENSG00000183072"	"NKX2-5"	3
"chr22"	28741423	28743422	2000	"-"	"ENSG00000183765"	"CHEK2"	1
"chr1"	161523540	161525539	2000	"+"	"ENSG00000173110"	"HSPA6"	1
"chr8"	60280413	60282412	2000	"-"	"ENSG00000178538"	"CA8"	0
"chr8"	116765503	116767502	2000	"+"	"ENSG00000147679"	"UTP23"	0
"chr1"	153030202	153032201	2000	"+"	"ENSG00000169469"	"SPRR1B"	1
"chr12"	55972913	55974912	2000	"+"	"ENSG00000111540"	"RAB5B"	0
"chr20"	56524926	56526925	2000	"-"	"ENSG00000124091"	"GCNT7"	3
"chr1"	107055679	107057678	2000	"+"	"ENSG00000198890"	"PRMT6"	0
"chr7"	128861826	128863825	2000	"+"	"ENSG00000128524"	"ATP6V1F"	4
"chr12"	50166534	50168533	2000	"-"	"ENSG00000139624"	"CERS5"	1
"chr1"	26110165	26112164	2000	"+"	"ENSG00000175087"	"PDIK1L"	2
"chr19"	10101797	10103796	2000	"-"	"ENSG00000130812"	"ANGPTL6"	4
"chr9"	21141146	21143145	2000	"-"	"ENSG00000177047"	"IFNW1"	10
"chr1"	161504430	161506429	2000	"+"	"ENSG00000143226"	"FCGR2A"	0
"chr17"	36543888	36545887	2000	"+"	"ENSG00000278311"	"GGNBP2"	0
"chr3"	46876746	46878745	2000	"+"	"ENSG00000160801"	"PTH1R"	3
"chr1"	45687114	45689113	2000	"-"	"ENSG00000159592"	"GPBP1L1"	1
"chr15"	100601534	100603533	2000	"+"	"ENSG00000183475"	"ASB7"	4
"chrY"	22095008	22097007	2000	"-"	"ENSG00000169807"	"PRY2"	1
"chr1"	66532383	66534382	2000	"+"	"ENSG00000118473"	"SGIP1"	1
"chr13"	44372665	44374664	2000	"+"	"ENSG00000151778"	"SERP2"	1
"chr20"	62121461	62123460	2000	"+"	"ENSG00000149657"	"LSM14B"	3
"chr5"	149550947	149552946	2000	"+"	"ENSG00000183111"	"ARHGEF37"	3
"chr8"	144443445	144445444	2000	"-"	"ENSG00000160949"	"TONSL"	12
"chr7"	93889992	93891991	2000	"-"	"ENSG00000105825"	"TFPI2"	1
"chr8"	8700938	8702937	2000	"+"	"ENSG00000253958"	"CLDN23"	1
"chr11"	18692122	18694121	2000	"+"	"ENSG00000151117"	"TMEM86A"	3
"chr1"	6259976	6261975	2000	"-"	"ENSG00000158292"	"GPR153"	1
"chr17"	39401524	39403523	2000	"-"	"ENSG00000108306"	"FBXL20"	0
"chr6"	25929727	25931726	2000	"-"	"ENSG00000112337"	"SLC17A2"	3
"chr5"	37370182	37372181	2000	"-"	"ENSG00000113569"	"NUP155"	11
"chr19"	53865223	53867222	2000	"+"	"ENSG00000179820"	"MYADM"	2
"chr6"	17101258	17103257	2000	"+"	"ENSG00000230873"	"STMND1"	6
"chr19"	17266350	17268349	2000	"+"	"ENSG00000105393"	"BABAM1"	3
"chr14"	22588270	22590269	2000	"-"	"ENSG00000129562"	"DAD1"	3
"chr15"	74872366	74874365	2000	"-"	"ENSG00000140497"	"SCAMP2"	2
"chr12"	99646753	99648752	2000	"+"	"ENSG00000180219"	"FAM71C"	5
"chr1"	74511615	74513614	2000	"-"	"ENSG00000162621"	"LRRC53"	1
"chr11"	49951391	49953390	2000	"+"	"ENSG00000258817"	"OR4C13"	0
"chr19"	45732251	45734250	2000	"+"	"ENSG00000237452"	"BHMG1"	0
"chr8"	85462852	85464851	2000	"+"	"ENSG00000104267"	"CA2"	2
"chrY"	6245223	6247222	2000	"+"	"ENSG00000168757"	"TSPY2"	0
"chr19"	9674087	9676086	2000	"-"	"ENSG00000171466"	"ZNF562"	0
"chr19"	40777242	40779241	2000	"+"	"ENSG00000171570"	"RAB4B-EGLN2"	1
"chr7"	73860159	73862158	2000	"+"	"ENSG00000175877"	"WBSCR28"	1
"chr16"	2681475	2683474	2000	"+"	"ENSG00000167977"	"KCTD5"	0
"chr11"	66001177	66003176	2000	"-"	"ENSG00000175376"	"EIF1AD"	3
"chr11"	6319648	6321647	2000	"-"	"ENSG00000170955"	"PRKCDBP"	94
"chr2"	241636450	241638449	2000	"-"	"ENSG00000176946"	"THAP4"	0
"chr12"	8611872	8613871	2000	"-"	"ENSG00000111732"	"AICDA"	2
"chr11"	66048181	66050180	2000	"-"	"ENSG00000175229"	"GAL3ST3"	244
"chr4"	165207550	165209549	2000	"-"	"ENSG00000170088"	"TMEM192"	1
"chr11"	30230016	30232015	2000	"+"	"ENSG00000131808"	"FSHB"	2
"chr2"	127387466	127389465	2000	"-"	"ENSG00000169967"	"MAP3K2"	0
"chr1"	89064361	89066360	2000	"-"	"ENSG00000117228"	"GBP1"	1
"chr5"	79513218	79515217	2000	"-"	"ENSG00000152413"	"HOMER1"	1
